route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"SB",2,2395,"Red Hook/Atlantic Basin",3211,0,32,142
"SB",2,2396,"Red Hook/Atlantic Basin",3112,0,31,142
"SB",2,2397,"Red Hook/Atlantic Basin",3213,0,32,142
"SB",2,2398,"Red Hook/Atlantic Basin",3114,0,31,142
"SB",2,2399,"Red Hook/Atlantic Basin",3215,0,32,142
"SB",2,2400,"East 34th Street",3101,1,31,136
"SB",2,2401,"East 34th Street",3202,1,32,136
"SB",2,2402,"East 34th Street",3103,1,31,136
"SB",2,2403,"East 34th Street",3204,1,32,136
"SB",2,2404,"East 34th Street",3105,1,31,136
"SB",2,2405,"East 34th Street",3206,1,32,136
"SB",2,2406,"East 34th Street",3107,1,31,136
"SB",2,2407,"East 34th Street",3208,1,32,136
"SB",2,2408,"East 34th Street",3109,1,31,136
"SB",2,2409,"East 34th Street",3210,1,32,136
"SB",2,2410,"East 34th Street",3111,1,31,136
"SB",2,2411,"East 34th Street",3212,1,32,143
"SB",2,2412,"East 34th Street",3113,1,31,143
"SB",2,2413,"East 34th Street",3214,1,32,143
"SB",2,2414,"East 34th Street",3115,1,31,143
"ER",1,5299,"East 34th Street",1101,1,11,141
"ER",1,5300,"East 34th Street",1301,1,13,141
"ER",1,5301,"East 34th Street (E R A)",1501,1,15,133
"ER",1,5302,"East 34th Street (E R B)",1601,1,16,134
"ER",1,5303,"East 34th Street (E R A)",1103,1,11,133
"ER",1,5305,"East 34th Street (E R A)",1303,1,13,133
"ER",1,5306,"East 34th Street (E R B)",1402,1,14,134
"ER",1,5308,"East 34th Street (E R B)",1603,1,16,134
"ER",1,5311,"East 34th Street (E R A)",1305,1,13,133
"ER",1,5312,"East 34th Street (E R B)",1404,1,14,134
"ER",1,5314,"East 34th Street (E R B)",1605,1,16,134
"ER",1,5317,"East 34th Street (E R A)",1307,1,13,133
"ER",1,5318,"East 34th Street (E R B)",1406,1,14,134
"ER",1,5350,"Wall St./Pier 11 (E R A)",1102,0,11,69
"ER",1,5351,"Wall St/Pier 11 (E R B)",1201,0,12,135
"ER",1,5352,"Wall St./Pier 11 (E R A)",1302,0,13,69
"ER",1,5353,"Wall St/Pier 11 (E R B)",1401,0,14,135
"ER",1,5354,"Wall St./Pier 11 (E R A)",1502,0,15,69
"ER",1,5355,"Wall St/Pier 11 (E R B)",1602,0,16,135
"ER",1,5356,"Wall St./Pier 11 (E R A)",1104,0,11,69
"ER",1,5358,"Wall St./Pier 11 (E R A)",1304,0,13,69
"ER",1,5359,"Wall St/Pier 11 (E R B)",1403,0,14,135
"ER",1,5361,"Wall St/Pier 11 (E R B)",1604,0,16,135
"ER",1,5364,"Wall St./Pier 11 (E R A)",1306,0,13,69
"ER",1,5365,"Wall St/Pier 11 (E R B)",1405,0,14,135
"ER",1,5367,"Wall St/Pier 11 (E R B)",1606,0,16,135
"RS",1,5400,"Ferry Point Park",2401,1,24,145
"RS",1,5401,"Ferry Point Park",2501,1,25,145
"RS",1,5402,"Ferry Point Park",2601,1,26,145
"RS",1,5403,"Ferry Point Park",2202,1,22,145
"RS",1,5404,"Ferry Point Park",2302,1,23,145
"RS",1,5418,"Rockaway",2201,0,22,144
"RS",1,5419,"Rockaway",2301,0,23,144
"RS",1,5420,"Rockaway",2402,0,24,144
"RS",1,5421,"Rockaway",2502,0,25,144
"RS",1,5423,"Rockaway",2103,0,21,144
"RS",1,5424,"Rockaway",2203,0,22,144
"RS",1,5425,"Rockaway",2303,0,23,144
"SG",1,5437,"Wall St./Pier 11",8301,0,83,150
"SG",1,5438,"Wall St./Pier 11",8401,0,84,138
"SG",1,5439,"Wall St./Pier 11",8102,0,81,138
"SG",1,5440,"Wall St./Pier 11",8202,0,82,138
"SG",1,5441,"Wall St./Pier 11",8303,0,83,138
"SG",1,5442,"Wall St./Pier 11",8403,0,84,138
"SG",1,5443,"Wall St./Pier 11",8104,0,81,138
"SG",1,5444,"Wall St./Pier 11",8204,0,82,138
"SG",1,5445,"Wall St./Pier 11",8405,0,84,138
"SG",1,5446,"Wall St./Pier 11",8106,0,81,138
"SG",1,5447,"Wall St./Pier 11",8206,0,82,138
